name,timestamp,likes,isretweet,isreply,text,retweets,replies
billackman,1614311258,2105,false,false,Yes,176,227
billackman,1614309600,1533,false,false,We have the technology,95,189
billackman,1614305794,3856,false,false,Done,330,294
billackman,1613833348,0,true,false,"RT @Marthalanefox: I know, sat morning is screaming out for a video of a school bus arriving in Mongolia - so here you go - keep watching..…",7576,0
billackman,1612797997,2231,false,false,Watch this https://t.co/bg8dSsoilf,359,355
billackman,1612327426,1757,false,false,I am in love,106,261
billackman,1611206246,6383,false,false,"Why don’t .@Target .@Walmart .@kroger become our vaccine distribution hubs.They have large parking lots, trained Rx staff and weekly customer visits. Outdoor shots would minimize risk and inspire wary customers to get one. Every day we wait more die and variant risk increases.",507,499
billackman,1610589006,0,true,false,"RT @awilkinson: Most of success in life and business comes down to one thing:

Avoiding stupidity 🤡

Charlie Munger says to invert: 🙅‍♀️

L…",357,0
billackman,1610376722,1555,false,false,Bureaucracy kills. .@NYGovCuomo .@NYCMayor please fix this immediately or thousands more of our parents and grandparents will die.,177,101
billackman,1610314022,0,true,false,RT @Schwarzenegger: My message to my fellow Americans and friends around the world following this week's attack on the Capitol. https://t.c…,339980,0
billackman,1609985439,8451,false,false,.@realDonaldTrump it is time for you to resign and apologize to all Americans.,726,472
billackman,1609984070,0,true,false,RT @ianbremmer: Fully endorse.,304,0
billackman,1609983394,3241,false,false,Good will come from this. This is the first time that @FoxNews and @CNN have the same view of .@realDonaldTrump and his actions today. This is a wake up call for our democracy and our Congress. Our country has a chance to come closer together and save ourselves.,255,207
billackman,1609869414,1775,false,false,"The more I think about this, the more this seems like genocide. We are killing the Greatest Generation due to a failure of logistics and mismanagement during the transition. If the virus killed mostly children rather than the aged, would we sit back and allow this to happen?",251,205
billackman,1609866822,2653,false,true,"There is no excuse for inadequate supplies. Use the Defense Production Act if necessary. Every day we wait, thousands more will die. If .@elonmusk can deliver 500k Teslas and .@JeffBezos can provide same-hour delivery, we can vaccinate every American. The time is now!",263,120
billackman,1609866822,4659,false,false,".@NYGovCuomo .@realDonaldTrump .@JoeBiden We are weeks into Stage 1a and millions of vaccines are sitting in cold storage while 4,000 people die/day. Why don’t we launch mass vaccinations of our elderly now? First come, first served if you are over 75.",479,248
billackman,1608646059,222,false,false,Congratulations Frances! A well deserved honor.,12,17
