name,timestamp,likes,isretweet,isreply,text,retweets,replies
MatterPort,1614988237,9,false,false,"Meet Satya Muralidharan our Director of Quality Assurance. As we approach #InternationalWomensDay, get inspired by her commitment to #education and continuous self-improvement passed down from generations before her. #WomenofMatterport https://t.co/zX1mTiG7Qb",4,0
MatterPort,1614969665,8,false,false,"In this #MatterportAcademy, learn how to generate a complete 3D model using your Matterport camera and why a complete Matterport scan improves navigation within a space. https://t.co/uihqnrUA9a https://t.co/NSwFSSOYlK",2,0
MatterPort,1614968294,9,false,false,"The Velvet Caves in Valkenburg, Netherlands (estimated to have originated in the 11th or 12th century) is home to a wealth of secrets, murals, inscriptions, and strange sculptures. Click the link to take a #virtualtour of this #mysterious underground. https://t.co/XgM4PWALQ9 https://t.co/385bHmwkuk",3,0
MatterPort,1614898257,6,false,false,"Learn how to edit scans captured with Matterport's Capture app in this #MatterportAcademy. Find out how to move scan points to different floors, delete scan points altogether, and edit scan points within Matterport Workshop. https://t.co/VKUnkCVjqN https://t.co/a3ygRge0Yf",3,0
MatterPort,1614896175,21,false,false,"https://t.co/stwgghBQ61
With Matterport #3D models, you can bring your entire #retail or #showroom location to your customers, giving them an engaging way to #shop and browse 24/7. Learn more about integrating Matterport with your business at https://t.co/rhWz5ADJ67 https://t.co/W4kes0UamI",5,0
MatterPort,1614895326,9,false,false,"Explore this creative Living Room Escape Room captured with the new Matterport iPhone app, now supporting the #LiDAR sensor in the iPhone 12 Pro and iPad Pro! You can download it for free and transform your living room as well! 
https://t.co/xpm8tjmFUy",2,0
MatterPort,1614891140,7,false,false,"Join business technology journalist, Caroline Baldwin, in our upcoming webinar and learn about shifting consumer habits, digitizing operations, and how to create an immersive #virtualtour of your #retail location. Register now for the March 18th webinar https://t.co/DC6sEk5Hb3 https://t.co/MsF3qivoPs",2,0
MatterPort,1614811982,10,false,false,"Matterport's MD for EMEA, James Morris Manuel, recently sat down with @placetech to answer some burning questions. In this interview, James elaborates on Matterport's future ambitions, bringing #AI to new heights, and what he is most excited for in 2021. 
https://t.co/k23EiI7cpT",7,0
MatterPort,1614808332,16,false,false,"https://t.co/dSkGfUJFpI
The vaulted ceiling and wrap-around panoramic windows took our breath away in this Matterport #virtualtour, nicely captured in #3D with an #iPhone! With LiDAR support now available, what spaces do you want to capture? Learn more at https://t.co/pXh0iZWzy9. https://t.co/fc9dBgRHXK",2,1
MatterPort,1614804605,11,false,false,"Discover how @MTCESK8 uses Matterport 3D #virtualtours to safely give prospective parents and students on-campus tours during the pandemic, including the school’s classrooms, science and technology labs, and Sister Anne Schulz Student Center. https://t.co/7WA4YrGCJC",4,0
MatterPort,1614790009,8,false,false,"In this #MatterportAcademy clip, Amir covers all the different views you can access when working on your Matterport #3Dmodel. From dollhouse to mystery mesh view, find out everything you need to know: https://t.co/qYpgUNDBvq https://t.co/txhTiPE49I",2,0
MatterPort,1614722112,12,false,false,"Drop into the Van Wanrooij #virtual #showroom and get inspiration for your home renovation project, or just to browse! Check out the space captured by https://t.co/vXS5slbKxd here https://t.co/Jsvd5I7yZS and learn more about Matterport for #retail at https://t.co/rhWz5ADJ67 https://t.co/kbsSAu4h5i",3,0
MatterPort,1614710461,11,false,false,Stationary giant @FromPaperchase uses Matterport to keep the #shopping experience alive during lockdown. The #3D #virtual store experiences can be enjoyed from the comfort and safety of your home. https://t.co/ykplh2exgL,4,1
MatterPort,1614704471,3,false,false,Happy #WomensHistoryMonth! Listen in on our own Qadira Harris talking about #Diversity &amp; #Inclusion in the proptech industry with James Morris-Manuel who adds expert commentary around mentorship https://t.co/5R2rpxkUWa,1,0
MatterPort,1614701613,6,false,false,"In this #MattterportAcademy video, Amir shares what he thinks is an easily missed customization: URL parameters. You can change your viewer's experience by changing the tail end of your link!
https://t.co/QCQhurIToo https://t.co/e1EHi9iuqT",1,0
MatterPort,1614632835,10,false,false,"With Matterport, @kingalfredsch was able to safely reopen and give parents and students confidence and peace of mind, while reducing onsite contractor visits. Learn more about Matterport for #education at https://t.co/yEwGnGJ46Y and check out the model at https://t.co/HQZaLKkBmK https://t.co/pbuK1RDxuf",1,0
MatterPort,1614631321,9,false,false,"When Covid-19 shuttered the doors of @mao_gallery, the company leaned on Matterport #virtualtours captured by #vroom360 to showcase the museum’s Shadowlight Artists: LUMINOUS exhibition. Why not take the tour yourself? https://t.co/5l2MQrmMAq",2,0
